0.0818176,0.0113831,0.0101013,0.00668335,0.0104065,0.0098877,0.00558472,0.00344849,0.0022583,0.0686951,0.0510254,0.0045166,0.00222778,0.00112915,0.00671387,0.00796509,0.00473022,0.00216675,0.000579834,0.0280151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661011,0.00640869,0.00302124,0.00186157,0.00741577,0.00939941,0.00442505,0.00222778,0.00213623,0.0438843,0.0930481,0.00637817,0.00390625,0.00411987,0.00927734,0.00906372,0.00396729,0.00292969,0.00177002,0.0575256,0.0518188,0.00500488,0.00357056,0.00274658,0.00775146,0.00720215,0.00424194,0.00183105,0.00161743,0.0571594,0.0705261,0.00595093,0.00646973,0.00408936,0.00744629,0.00769043,0.003479,0.00158691,0.00140381,0.09021,27.005,9.552,0.0274658,0.0915527,6.27136,11.5112,19.104,26.4374,
0.0740967,0.00854492,0.00924683,0.00674438,0.00512695,0.00836182,0.00637817,0.00238037,0.00244141,0.0777283,0.0418701,0.00268555,0.00253296,0.00161743,0.00286865,0.00534058,0.00427246,0.00161743,0.00177002,0.0235596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802612,0.00634766,0.00296021,0.00210571,0.00302124,0.0100403,0.00308228,0.0012207,0.00405884,0.214813,0.0600586,0.00463867,0.00241089,0.00115967,0.00326538,0.00668335,0.00411987,0.00219727,0.00201416,0.0337524,0.0384827,0.00390625,0.0022583,0.00164795,0.00228882,0.00631714,0.00372314,0.00088501,0.00234985,0.0460815,0.0508728,0.00534058,0.00518799,0.00411987,0.00402832,0.00601196,0.00314331,0.00201416,0.00204468,0.0718994,26.6876,9.56726,0.0274658,0.0915527,6.73828,11.6211,19.0308,26.236,
0.0671997,0.00741577,0.00622559,0.00570679,0.00466919,0.00598145,0.00588989,0.00317383,0.000915527,0.0665894,0.0325928,0.00256348,0.00134277,0.00177002,0.00140381,0.00488281,0.00286865,0.00253296,0.000244141,0.0158997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369873,0.00454712,0.003479,0.00204468,0.00308228,0.00198364,0.00241089,0.00366211,0.00213623,0.154327,0.0646057,0.00448608,0.00241089,0.00274658,0.00350952,0.00280762,0.0032959,0.00241089,0.00253296,0.204681,0.0331726,0.00396729,0.00222778,0.00170898,0.00219727,0.00494385,0.00350952,0.00149536,0.000457764,0.0411682,0.053894,0.00631714,0.00515747,0.00360107,0.00302124,0.00390625,0.00354004,0.00271606,0.00109863,0.0738831,26.2787,9.15833,0.0274658,0.0915527,8.30078,12.8571,18.3929,24.8932,
0.0830383,0.010437,0.0102844,0.00860596,0.00985718,0.00991821,0.00582886,0.00167847,0.00231934,0.0639648,0.0511475,0.00360107,0.00213623,0.00195312,0.00640869,0.00692749,0.00366211,0.00164795,0.00109863,0.0249023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809021,0.0108948,0.00869751,0.00198364,0.00375366,0.00704956,0.0050354,0.00131226,0.00268555,0.0509644,0.0961914,0.00906372,0.00488281,0.00354004,0.00796509,0.009552,0.00463867,0.00115967,0.00167847,0.0540771,0.052002,0.00445557,0.003479,0.0038147,0.00549316,0.00823975,0.00445557,0.00131226,0.0015564,0.0609436,0.0619507,0.00570679,0.006073,0.00592041,0.00564575,0.00762939,0.0027771,0.00161743,0.00177002,0.0797119,26.3977,9.42383,0.0274658,0.0915527,8.4137,13.2111,17.6849,24.7498,
0.09198,0.00787354,0.00918579,0.0065918,0.00698853,0.00872803,0.00646973,0.00494385,0.00320435,0.253876,0.044342,0.00296021,0.00180054,0.00109863,0.00192261,0.00445557,0.00454712,0.00158691,0.00231934,0.0264587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591125,0.00424194,0.00256348,0.00189209,0.00213623,0.00491333,0.00469971,0.00271606,0.00280762,0.046875,0.0592346,0.00463867,0.0020752,0.00280762,0.00164795,0.00579834,0.00588989,0.00219727,0.00177002,0.0414124,0.0334778,0.00366211,0.0022583,0.0015564,0.00134277,0.00427246,0.00463867,0.00250244,0.00216675,0.0362854,0.0545044,0.00482178,0.00473022,0.00363159,0.00341797,0.0038147,0.00469971,0.00183105,0.00149536,0.0741272,28.4515,9.73511,0.0274658,0.0915527,8.63037,13.3667,16.7572,22.9401,
0.0314331,0.00323486,0.00213623,0.00131226,0.0027771,0.00341797,0.00268555,0.00244141,0.000671387,0.0287781,0.0348816,0.00119019,0.0010376,0.000915527,0.00137329,0.00219727,0.00274658,0.000762939,0.000762939,0.122437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040863,0.00271606,0.0012207,0.00140381,0.00256348,0.00265503,0.0017395,0.00161743,0.000854492,0.145691,0.0509644,0.00228882,0.00134277,0.00158691,0.0017395,0.00350952,0.00183105,0.00088501,0.0012207,0.141296,0.0297546,0.00192261,0.00152588,0.00112915,0.00186157,0.00137329,0.0027771,0.000823975,0.000762939,0.0760193,0.0435181,0.0022583,0.00244141,0.00234985,0.00198364,0.00283813,0.00430298,0.0020752,0.000762939,0.164337,28.1494,9.9762,0.0274658,0.0915527,8.89893,13.7177,16.5619,22.5769,
0.0732727,0.00769043,0.0078125,0.00561523,0.00701904,0.0100098,0.00408936,0.00430298,0.00204468,0.0641479,0.0462646,0.00280762,0.0012207,0.000915527,0.00494385,0.00552368,0.00390625,0.00201416,0.00112915,0.0363159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055542,0.00396729,0.00314331,0.00268555,0.00427246,0.00521851,0.00344849,0.00393677,0.00109863,0.0491028,0.070343,0.00534058,0.00332642,0.00241089,0.00537109,0.00857544,0.00192261,0.000915527,0.0015564,0.0456848,0.0608826,0.00427246,0.00338745,0.0032959,0.00515747,0.00628662,0.00521851,0.00195312,0.00158691,0.139587,0.0664978,0.00671387,0.00540161,0.00286865,0.00482178,0.00720215,0.00375366,0.00268555,0.00152588,0.0979919,27.6031,10.4248,0.0274658,0.0915527,9.21021,14.209,16.4307,22.0032,
0.0927124,0.0108337,0.00985718,0.00970459,0.00637817,0.0134277,0.00888062,0.00332642,0.00259399,0.114502,0.049469,0.00344849,0.00241089,0.00167847,0.00253296,0.00857544,0.00650024,0.00137329,0.00253296,0.0281372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608826,0.00524902,0.00259399,0.00201416,0.003479,0.0112305,0.00463867,0.00210571,0.00341797,0.0411072,0.0747375,0.00518799,0.00256348,0.00210571,0.00534058,0.00830078,0.00637817,0.00317383,0.00241089,0.038208,0.0480652,0.00430298,0.00302124,0.00244141,0.00317383,0.0085144,0.00552368,0.00131226,0.00289917,0.0535583,0.0742798,0.00567627,0.00476074,0.0043335,0.00512695,0.00866699,0.00509644,0.00180054,0.00167847,0.0917664,27.1362,10.8398,0.0274658,0.0915527,9.47266,14.6759,16.2445,21.5118,
0.092804,0.0116882,0.00967407,0.00753784,0.00973511,0.0101624,0.00964355,0.00378418,0.00183105,0.0733948,0.0473022,0.003479,0.00241089,0.00140381,0.00485229,0.00756836,0.00735474,0.00210571,0.0015564,0.0222473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637512,0.00628662,0.003479,0.00219727,0.00637817,0.00909424,0.00772095,0.00350952,0.00140381,0.0364685,0.0783691,0.00564575,0.00311279,0.00268555,0.00537109,0.0102234,0.00799561,0.00183105,0.00106812,0.0387268,0.053833,0.00558472,0.00341797,0.00231934,0.00466919,0.00906372,0.00662231,0.00283813,0.00115967,0.0583496,0.0762939,0.00708008,0.00762939,0.00466919,0.00842285,0.00845337,0.00463867,0.00241089,0.00109863,0.105591,27.1118,10.9314,0.0274658,0.0915527,9.51843,14.7644,16.2903,21.2646,
0.0784912,0.00872803,0.00869751,0.00869751,0.00668335,0.00842285,0.00845337,0.00601196,0.00289917,0.0579529,0.0796204,0.00823975,0.00881958,0.00531006,0.00708008,0.00949097,0.00787354,0.00350952,0.00488281,0.0917358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590515,0.00671387,0.00189209,0.00241089,0.00372314,0.00601196,0.00753784,0.0039978,0.00396729,0.0358276,0.0704651,0.0057373,0.00262451,0.00256348,0.00430298,0.00741577,0.00552368,0.00421143,0.00216675,0.0357056,0.0446777,0.00570679,0.00234985,0.00216675,0.00271606,0.00619507,0.00662231,0.00296021,0.00210571,0.0471191,0.0652771,0.00567627,0.00448608,0.00579834,0.0050354,0.00668335,0.00668335,0.00250244,0.00140381,0.0803833,27.1667,11.441,0.0274658,0.0915527,9.53674,14.978,15.3809,21.3776,
0.0926819,0.0114746,0.010376,0.00799561,0.00775146,0.0116882,0.00701904,0.00534058,0.00335693,0.109222,0.0519714,0.00415039,0.00167847,0.00146484,0.00332642,0.00796509,0.00537109,0.00396729,0.00183105,0.0308533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619507,0.006073,0.00341797,0.00219727,0.00418091,0.00921631,0.00598145,0.00387573,0.00222778,0.0354919,0.0764465,0.00473022,0.00274658,0.00170898,0.00463867,0.00817871,0.00756836,0.0039978,0.00143433,0.0395813,0.0479431,0.00616455,0.00296021,0.00167847,0.00390625,0.00756836,0.00540161,0.00427246,0.00192261,0.0515442,0.0714417,0.00592041,0.00692749,0.00527954,0.00772095,0.00671387,0.00521851,0.00384521,0.00140381,0.0870361,26.8524,11.7218,0.0274658,0.0915527,9.7168,15.448,15.0726,21.0693,
0.088501,0.00979614,0.010376,0.00820923,0.00946045,0.0120239,0.00933838,0.00314331,0.00146484,0.0700684,0.0534058,0.00402832,0.00280762,0.00167847,0.00466919,0.0110779,0.00430298,0.0017395,0.00180054,0.0315857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678406,0.0057373,0.00332642,0.00271606,0.00732422,0.0121155,0.00585938,0.0017395,0.00177002,0.040802,0.0877075,0.00558472,0.0032959,0.00369263,0.00790405,0.0107727,0.00500488,0.00274658,0.00119019,0.0443115,0.0544739,0.00558472,0.00427246,0.00219727,0.0062561,0.0100708,0.00485229,0.00274658,0.00152588,0.0597534,0.0645752,0.00500488,0.00558472,0.00485229,0.00592041,0.00915527,0.00506592,0.00210571,0.00140381,0.0836792,26.4282,12.1063,0.0274658,0.0915527,10.0128,16.0034,14.7461,20.5841,
0.0926514,0.00793457,0.00991821,0.00878906,0.00543213,0.0129089,0.00894165,0.00506592,0.00259399,0.0988464,0.0437927,0.00369263,0.00167847,0.00125122,0.00213623,0.00808716,0.0055542,0.00537109,0.00164795,0.0260925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646362,0.00695801,0.00305176,0.00210571,0.00259399,0.0117493,0.00531006,0.00387573,0.00186157,0.0409241,0.0759888,0.00485229,0.00219727,0.00213623,0.00253296,0.00970459,0.00701904,0.00408936,0.00241089,0.036377,0.0468445,0.00512695,0.00344849,0.00228882,0.0020752,0.00836182,0.00567627,0.00457764,0.00201416,0.0645142,0.0720825,0.0065918,0.00653076,0.00363159,0.00476074,0.00866699,0.00466919,0.00378418,0.00213623,0.0994568,26.1536,12.4054,0.0274658,0.0915527,10.1685,16.4215,14.4897,20.2423,
