0.435303,0.100891,0.0349121,0.00915527,0.0045166,0.00244141,0.000427246,0.00421143,0.00317383,0.404968,0,0,0,0,0,0,0,0,0,0,70.8984,29.1016,
0.486755,0.098938,0.0160522,0.00427246,0.00366211,0.00653076,0.00238037,0.000854492,0.000427246,0.380127,0,0,0,0,0,0,0,0,0,0,70.8984,29.1016,
0.382263,0.0896606,0.0147095,0.0186768,0.00506592,0.00311279,0.0114136,0.00305176,0.000915527,0.0750122,0.0337524,0.0214233,0.0369873,0.012207,0.000976562,0,0.00012207,6.10352e-05,0,0.290588,71.4966,28.5034,
0.675659,0.161987,0.0209351,0.00366211,0.00274658,0.000854492,0.00286865,0.00170898,0.000366211,0.129211,0,0,0,0,0,0,0,0,0,0,71.582,28.418,
0.65271,0.166199,0.0258789,0.00268555,0.00360107,0.0010376,0.00128174,0.000610352,0.00115967,0.144836,0,0,0,0,0,0,0,0,0,0,71.582,28.418,
0.387207,0.0884399,0.020874,0.0151978,0.00384521,0.00341797,0.0114746,0.00299072,0.000488281,0.069397,0.0336304,0.0224609,0.0405273,0.00769043,0.000854492,6.10352e-05,0,6.10352e-05,6.10352e-05,0.291321,71.9543,28.0457,
0.591187,0.14093,0.0465088,0.0132446,0.00665283,0.00292969,0.00714111,0.0010376,0.00164795,0.188721,0,0,0,0,0,0,0,0,0,0,71.9543,28.0457,
0.435181,0.109253,0.00946045,0.000976562,0.00170898,0.000488281,0.000793457,0.000488281,0.000305176,0.441345,0,0,0,0,0,0,0,0,0,0,91.8091,8.19092,
0.0771484,0.000244141,0.000915527,0.000793457,0.000549316,0.000915527,0.000366211,0.00012207,0.00012207,0.918823,0,0,0,0,0,0,0,0,0,0,91.8091,8.19092,
0.0668335,0.000549316,0.000793457,0.000427246,0.0010376,0.000732422,0.000366211,0.000244141,0.000488281,0.928528,0,0,0,0,0,0,0,0,0,0,91.8091,8.19092,
0.0767212,0.000305176,0.00128174,0.000366211,0.000610352,0.000610352,0.000183105,0.000244141,0.000610352,0.919067,0,0,0,0,0,0,0,0,0,0,91.8091,8.19092,
0.0787964,0.000488281,0.00109863,0.000610352,0.000732422,0.000610352,0.00012207,0.000183105,0.00012207,0.917236,0,0,0,0,0,0,0,0,0,0,91.8091,8.19092,
