0.0393066,0.00378418,0.00213623,0.00305176,0.00793457,0.00396729,0.00488281,0.00238037,0.000183105,0.0284729,0.185333,0.0280457,0.010376,0.00683594,0.00537109,0.00338745,0.00247192,0.00286865,0.00393677,0.354004,0.0758667,0.00634766,0.00479126,0.0065918,0.00897217,0.00436401,0.00518799,0.00390625,0.00222778,0.0577698,0.0469666,0.00436401,0.00344849,0.00360107,0.00643921,0.0032959,0.00442505,0.00149536,0.000305176,0.0509033,7.94373,68.7134,8.48999,14.8529,
0.0447693,0.00430298,0.0022583,0.00469971,0.00976562,0.00396729,0.00250244,0.0043335,0.000854492,0.0264587,0.171539,0.0260925,0.0078125,0.0062561,0.00540161,0.00723267,0.00534058,0.00256348,0.00256348,0.375275,0.0703125,0.00421143,0.00430298,0.00732422,0.00744629,0.00592041,0.00292969,0.00384521,0.00216675,0.0413513,0.0499878,0.00378418,0.00317383,0.00482178,0.00747681,0.00357056,0.00216675,0.00289917,0.00137329,0.0569458,7.92236,68.7805,8.49304,14.8041,
0.020874,0.00210571,0.00146484,0.00454712,0.00506592,0.00012207,0.0012207,0.00088501,0.000457764,0.012207,0.104065,0.0136719,0.00588989,0.00323486,0.00515747,0.00161743,0.00128174,0.00146484,0.000946045,0.456909,0.0448914,0.00375366,0.00253296,0.0090332,0.00485229,0.00283813,0.00170898,0.00500488,0.00588989,0.201233,0.0270996,0.00305176,0.00201416,0.00439453,0.0039978,0.000701904,0.00109863,0.000549316,0.000366211,0.0317993,7.43408,68.0878,9.8175,14.6606,
0.0279236,0.00198364,0.00350952,0.00354004,0.00448608,0.00180054,0.000457764,0.00158691,0.000396729,0.0213318,0.136353,0.0136414,0.00720215,0.00375366,0.0043335,0.0038147,0.00375366,0.00448608,0.00146484,0.538361,0.0539246,0.0050354,0.00482178,0.00436401,0.00296021,0.0039978,0.00344849,0.000976562,0.000213623,0.0390015,0.0339661,0.0039978,0.00558472,0.00289917,0.00357056,0.00195312,0.000579834,0.0015564,0.000946045,0.0420227,7.54395,68.2434,9.95789,14.2548,
0.0341187,0.0032959,0.00183105,0.00430298,0.00656128,0.00384521,0.00274658,0.00234985,0.000244141,0.0196228,0.380493,0.0255737,0.0107422,0.0057373,0.00579834,0.00384521,0.00418091,0.00314331,0.00219727,0.213928,0.0590515,0.00463867,0.00390625,0.00671387,0.00741577,0.00280762,0.00598145,0.00253296,0.00189209,0.0552673,0.0403137,0.00390625,0.00326538,0.00473022,0.00588989,0.00335693,0.00311279,0.00177002,0.000518799,0.0483704,7.65076,69.342,10.1013,12.9059,
0.0251465,0.00262451,0.00177002,0.00112915,0.000701904,0.000457764,0.00192261,0.00256348,0.00183105,0.0285645,0.371307,0.0143433,0.00997925,0.00421143,0.00463867,0.00305176,0.00213623,0.00198364,0.000976562,0.242798,0.050354,0.00469971,0.00146484,0.00112915,0.00177002,0.0017395,0.00289917,0.00198364,0.00292969,0.144287,0.0216064,0.00302124,0.00131226,0.00143433,0.000854492,0.000244141,0.0010376,0.00164795,0.0012207,0.0322266,7.76062,70.1416,10.3729,11.7249,
0.022644,0.00088501,0.000854492,0.000610352,0.000671387,0.00186157,0.000823975,0.000671387,0.00152588,0.0914917,0.140625,0.0110779,0.00534058,0.00189209,0.00192261,0.00088501,0.000732422,0.00158691,0.000701904,0.582458,0.0277405,0.00256348,0.00109863,0.00115967,0.00228882,0.00210571,0.00177002,0.00219727,0.000854492,0.0304871,0.0186768,0.00137329,0.00152588,0.00115967,0.000549316,0.00158691,0.000854492,0.000793457,0.00137329,0.0305786,7.96509,71.1853,10.1746,10.675,
0.037323,0.00259399,0.00140381,0.00134277,0.00201416,0.00836182,0.00335693,0.00180054,0.00186157,0.0686646,0.211823,0.0249634,0.0105591,0.00637817,0.00247192,0.00500488,0.0010376,0.00131226,0.000946045,0.206665,0.0561218,0.00515747,0.00268555,0.00283813,0.00424194,0.00680542,0.00531006,0.00170898,0.00189209,0.0444031,0.0619812,0.00338745,0.00204468,0.003479,0.00427246,0.00799561,0.00210571,0.00177002,0.00146484,0.18045,7.79724,73.2819,10.0281,8.89282,
0.0484009,0.00366211,0.00302124,0.00164795,0.00372314,0.0111389,0.00509644,0.00323486,0.00354004,0.0296326,0.283661,0.0314026,0.0128479,0.00747681,0.00390625,0.00595093,0.00332642,0.00317383,0.00314331,0.238068,0.0723572,0.00646973,0.00262451,0.00247192,0.00817871,0.00991821,0.00479126,0.00418091,0.00228882,0.0476685,0.0481873,0.00369263,0.00320435,0.00228882,0.00454712,0.0083313,0.003479,0.00250244,0.00286865,0.053894,8.03223,72.9095,10.144,8.91418,
0.0562134,0.00360107,0.00259399,0.0115662,0.00997925,0.00393677,0.00674438,0.00213623,0.00106812,0.0267944,0.253326,0.029541,0.0057373,0.00839233,0.00643921,0.00405884,0.00610352,0.00253296,0.000915527,0.190582,0.0895996,0.00598145,0.00396729,0.0118408,0.0130615,0.00427246,0.00680542,0.00582886,0.0039978,0.0458679,0.0670776,0.00588989,0.00463867,0.0116272,0.00793457,0.0027771,0.00582886,0.00167847,0.000549316,0.068512,8.26111,72.1008,10.4675,9.17053,
